epoch,train_data_loss,train_phys_loss,train_total_loss,val_data_loss,val_phys_loss,val_total_loss
52,0.05856988579034805,0.0,0.05856988579034805,0.12143807858228683,0.0,0.12143807858228683
53,0.05800355225801468,0.0,0.05800355225801468,0.11859811842441559,0.0,0.11859811842441559
54,0.057400405406951904,0.0,0.057400405406951904,0.11561913043260574,0.0,0.11561913043260574
55,0.056759800761938095,0.0,0.056759800761938095,0.1125234067440033,0.0,0.1125234067440033
56,0.05608358979225159,0.0,0.05608358979225159,0.10935531556606293,0.0,0.10935531556606293
57,0.05537767708301544,0.0,0.05537767708301544,0.10618223249912262,0.0,0.10618223249912262
58,0.05465308204293251,0.0,0.05465308204293251,0.1030895784497261,0.0,0.1030895784497261
59,0.053925521671772,0.0,0.053925521671772,0.10017102211713791,0.0,0.10017102211713791
60,0.05321333557367325,0.0,0.05321333557367325,0.09751538187265396,0.0,0.09751538187265396
61,0.05253417417407036,0.0,0.05253417417407036,0.09519346803426743,0.0,0.09519346803426743
62,0.051901474595069885,0.0,0.051901474595069885,0.0932464599609375,0.0,0.0932464599609375
63,0.051321785897016525,0.0,0.051321785897016525,0.09167851507663727,0.0,0.09167851507663727
64,0.05079353600740433,0.0,0.05079353600740433,0.09045454859733582,0.0,0.09045454859733582
65,0.05030781030654907,0.0,0.05030781030654907,0.0895039290189743,0.0,0.0895039290189743
66,0.04985060170292854,0.0,0.04985060170292854,0.08872953802347183,0.0,0.08872953802347183
67,0.04940600320696831,0.0,0.04940600320696831,0.08802100270986557,0.0,0.08802100270986557
68,0.048959486186504364,0.0,0.048959486186504364,0.08726983517408371,0.0,0.08726983517408371
69,0.048500433564186096,0.0,0.048500433564186096,0.08638420701026917,0.0,0.08638420701026917
70,0.04802384227514267,0.0,0.04802384227514267,0.08530093729496002,0.0,0.08530093729496002
71,0.04753082990646362,0.0,0.04753082990646362,0.08399288356304169,0.0,0.08399288356304169
72,0.04702810198068619,0.0,0.04702810198068619,0.08247029781341553,0.0,0.08247029781341553
73,0.04652644693851471,0.0,0.04652644693851471,0.08077573776245117,0.0,0.08077573776245117
74,0.046038441359996796,0.0,0.046038441359996796,0.07897394895553589,0.0,0.07897394895553589
75,0.04557572677731514,0.0,0.04557572677731514,0.07713855057954788,0.0,0.07713855057954788
76,0.04514651745557785,0.0,0.04514651745557785,0.07533857226371765,0.0,0.07533857226371765
77,0.04475400596857071,0.0,0.04475400596857071,0.07362783700227737,0.0,0.07362783700227737
78,0.04439616575837135,0.0,0.04439616575837135,0.0720389187335968,0.0,0.0720389187335968
79,0.04406682774424553,0.0,0.04406682774424553,0.07058268040418625,0.0,0.07058268040418625
80,0.04375777393579483,0.0,0.04375777393579483,0.06925251334905624,0.0,0.06925251334905624
81,0.0434609092772007,0.0,0.0434609092772007,0.0680316910147667,0.0,0.0680316910147667
82,0.043170053511857986,0.0,0.043170053511857986,0.06690159440040588,0.0,0.06690159440040588
83,0.042881958186626434,0.0,0.042881958186626434,0.06584865599870682,0.0,0.06584865599870682
84,0.04259657487273216,0.0,0.04259657487273216,0.06486811488866806,0.0,0.06486811488866806
85,0.042316608130931854,0.0,0.042316608130931854,0.06396350264549255,0.0,0.06396350264549255
86,0.042046524584293365,0.0,0.042046524584293365,0.06314247846603394,0.0,0.06314247846603394
87,0.04179123044013977,0.0,0.04179123044013977,0.06241035461425781,0.0,0.06241035461425781
88,0.04155462980270386,0.0,0.04155462980270386,0.06176421418786049,0.0,0.06176421418786049
89,0.041338611394166946,0.0,0.041338611394166946,0.06118975579738617,0.0,0.06118975579738617
90,0.041142672300338745,0.0,0.041142672300338745,0.06066238880157471,0.0,0.06066238880157471
91,0.04096420481801033,0.0,0.04096420481801033,0.06015212833881378,0.0,0.06015212833881378
92,0.040799349546432495,0.0,0.040799349546432495,0.05963055416941643,0.0,0.05963055416941643
93,0.04064404219388962,0.0,0.04064404219388962,0.059077825397253036,0.0,0.059077825397253036
94,0.040494926273822784,0.0,0.040494926273822784,0.0584869384765625,0.0,0.0584869384765625
95,0.04034983739256859,0.0,0.04034983739256859,0.057864412665367126,0.0,0.057864412665367126
96,0.040207989513874054,0.0,0.040207989513874054,0.05722718685865402,0.0,0.05722718685865402
97,0.04006971791386604,0.0,0.04006971791386604,0.05659688264131546,0.0,0.05659688264131546
98,0.039935991168022156,0.0,0.039935991168022156,0.05599386990070343,0.0,0.05599386990070343
99,0.03980792313814163,0.0,0.03980792313814163,0.05543274059891701,0.0,0.05543274059891701
100,0.039686255156993866,0.0,0.039686255156993866,0.054920610040426254,0.0,0.054920610040426254
101,0.03957098722457886,0.0,0.03957098722457886,0.05445818975567818,0.0,0.05445818975567818
102,0.03946128860116005,0.0,0.03946128860116005,0.0540425069630146,0.0,0.0540425069630146
103,0.039355747401714325,0.0,0.039355747401714325,0.053669802844524384,0.0,0.053669802844524384
104,0.03925273194909096,0.0,0.03925273194909096,0.0533372238278389,0.0,0.0533372238278389
105,0.03915082663297653,0.0,0.03915082663297653,0.053042665123939514,0.0,0.053042665123939514
106,0.03904907405376434,0.0,0.03904907405376434,0.05278322473168373,0.0,0.05278322473168373
107,0.038946982473134995,0.0,0.038946982473134995,0.0525532104074955,0.0,0.0525532104074955
108,0.03884449228644371,0.0,0.03884449228644371,0.05234290659427643,0.0,0.05234290659427643
109,0.0387418307363987,0.0,0.0387418307363987,0.05213895067572594,0.0,0.05213895067572594
110,0.038639362901449203,0.0,0.038639362901449203,0.05192635580897331,0.0,0.05192635580897331
111,0.03853734955191612,0.0,0.03853734955191612,0.0516914464533329,0.0,0.0516914464533329
112,0.03843584284186363,0.0,0.03843584284186363,0.05142474174499512,0.0,0.05142474174499512
113,0.0383346751332283,0.0,0.0383346751332283,0.051122650504112244,0.0,0.051122650504112244
114,0.038233526051044464,0.0,0.038233526051044464,0.050787534564733505,0.0,0.050787534564733505
115,0.03813212364912033,0.0,0.03813212364912033,0.050426214933395386,0.0,0.050426214933395386
116,0.038030266761779785,0.0,0.038030266761779785,0.050047826021909714,0.0,0.050047826021909714
117,0.03792787343263626,0.0,0.03792787343263626,0.04966176301240921,0.0,0.04966176301240921
118,0.03782499209046364,0.0,0.03782499209046364,0.04927641525864601,0.0,0.04927641525864601
119,0.03772173821926117,0.0,0.03772173821926117,0.0488988533616066,0.0,0.0488988533616066
120,0.037618253380060196,0.0,0.037618253380060196,0.04853505641222,0.0,0.04853505641222
121,0.03751467168331146,0.0,0.03751467168331146,0.04819018766283989,0.0,0.04819018766283989
122,0.03741105645895004,0.0,0.03741105645895004,0.047868385910987854,0.0,0.047868385910987854
123,0.03730740770697594,0.0,0.03730740770697594,0.047572195529937744,0.0,0.047572195529937744
124,0.03720368444919586,0.0,0.03720368444919586,0.047301679849624634,0.0,0.047301679849624634
125,0.037099890410900116,0.0,0.037099890410900116,0.04705395922064781,0.0,0.04705395922064781
126,0.03699604794383049,0.0,0.03699604794383049,0.046823322772979736,0.0,0.046823322772979736
127,0.036892205476760864,0.0,0.036892205476760864,0.04660208523273468,0.0,0.04660208523273468
128,0.03678843379020691,0.0,0.03678843379020691,0.04638185724616051,0.0,0.04638185724616051
129,0.036684755235910416,0.0,0.036684755235910416,0.04615490511059761,0.0,0.04615490511059761
130,0.036581188440322876,0.0,0.036581188440322876,0.04591505229473114,0.0,0.04591505229473114
131,0.036477722227573395,0.0,0.036477722227573395,0.04565805941820145,0.0,0.04565805941820145
132,0.03637430816888809,0.0,0.03637430816888809,0.04538164660334587,0.0,0.04538164660334587
133,0.03627089411020279,0.0,0.03627089411020279,0.0450853668153286,0.0,0.0450853668153286
134,0.036167439073324203,0.0,0.036167439073324203,0.044770561158657074,0.0,0.044770561158657074
135,0.036063939332962036,0.0,0.036063939332962036,0.04444031044840813,0.0,0.04444031044840813
136,0.035960402339696884,0.0,0.035960402339696884,0.044099342077970505,0.0,0.044099342077970505
137,0.03585684299468994,0.0,0.03585684299468994,0.04375359043478966,0.0,0.04375359043478966
138,0.035753268748521805,0.0,0.035753268748521805,0.04340942203998566,0.0,0.04340942203998566
139,0.03564964607357979,0.0,0.03564964607357979,0.043072476983070374,0.0,0.043072476983070374
140,0.03554593026638031,0.0,0.03554593026638031,0.04274679720401764,0.0,0.04274679720401764
141,0.03544206917285919,0.0,0.03544206917285919,0.042434222996234894,0.0,0.042434222996234894
142,0.03533799946308136,0.0,0.03533799946308136,0.04213447868824005,0.0,0.04213447868824005
143,0.03523367643356323,0.0,0.03523367643356323,0.04184570536017418,0.0,0.04184570536017418
144,0.03512907400727272,0.0,0.03512907400727272,0.04156522452831268,0.0,0.04156522452831268
145,0.03502420708537102,0.0,0.03502420708537102,0.04129005968570709,0.0,0.04129005968570709
146,0.03491907939314842,0.0,0.03491907939314842,0.041017159819602966,0.0,0.041017159819602966
147,0.03481370210647583,0.0,0.03481370210647583,0.0407433956861496,0.0,0.0407433956861496
148,0.034708067774772644,0.0,0.034708067774772644,0.0404655784368515,0.0,0.0404655784368515
149,0.03460216149687767,0.0,0.03460216149687767,0.04018060863018036,0.0,0.04018060863018036
150,0.03449594974517822,0.0,0.03449594974517822,0.03988604247570038,0.0,0.03988604247570038
151,0.034389425069093704,0.0,0.034389425069093704,0.039580680429935455,0.0,0.039580680429935455
152,0.03428255021572113,0.0,0.03428255021572113,0.03926495090126991,0.0,0.03926495090126991
153,0.0341753251850605,0.0,0.0341753251850605,0.0389409139752388,0.0,0.0389409139752388
154,0.034067749977111816,0.0,0.034067749977111816,0.03861169517040253,0.0,0.03861169517040253
155,0.03395983576774597,0.0,0.03395983576774597,0.038280751556158066,0.0,0.038280751556158066
156,0.03385158255696297,0.0,0.03385158255696297,0.03795110806822777,0.0,0.03795110806822777
157,0.0337429940700531,0.0,0.0337429940700531,0.037624940276145935,0.0,0.037624940276145935
158,0.033634062856435776,0.0,0.033634062856435776,0.03730355203151703,0.0,0.03730355203151703
159,0.0335247702896595,0.0,0.0335247702896595,0.03698749840259552,0.0,0.03698749840259552
160,0.03341510519385338,0.0,0.03341510519385338,0.036676838994026184,0.0,0.036676838994026184
161,0.03330506384372711,0.0,0.03330506384372711,0.03637115657329559,0.0,0.03637115657329559
162,0.0331946462392807,0.0,0.0331946462392807,0.036069586873054504,0.0,0.036069586873054504
163,0.03308383747935295,0.0,0.03308383747935295,0.035770803689956665,0.0,0.035770803689956665
164,0.03297265246510506,0.0,0.03297265246510506,0.035473160445690155,0.0,0.035473160445690155
165,0.03286108747124672,0.0,0.03286108747124672,0.03517501801252365,0.0,0.03517501801252365
166,0.03274913504719734,0.0,0.03274913504719734,0.03487502411007881,0.0,0.03487502411007881
167,0.032636791467666626,0.0,0.032636791467666626,0.034572407603263855,0.0,0.034572407603263855
168,0.03252406418323517,0.0,0.03252406418323517,0.03426695987582207,0.0,0.03426695987582207
169,0.03241093084216118,0.0,0.03241093084216118,0.033958978950977325,0.0,0.033958978950977325
170,0.032297391444444656,0.0,0.032297391444444656,0.03364903852343559,0.0,0.03364903852343559
171,0.0321834422647953,0.0,0.0321834422647953,0.03333795815706253,0.0,0.03333795815706253
172,0.03206907957792282,0.0,0.03206907957792282,0.03302663192152977,0.0,0.03302663192152977
173,0.03195430710911751,0.0,0.03195430710911751,0.03271607309579849,0.0,0.03271607309579849
174,0.031839098781347275,0.0,0.031839098781347275,0.0324072390794754,0.0,0.0324072390794754
175,0.03172346577048302,0.0,0.03172346577048302,0.0321008563041687,0.0,0.0321008563041687
176,0.03160740062594414,0.0,0.03160740062594414,0.03179725259542465,0.0,0.03179725259542465
177,0.031490884721279144,0.0,0.031490884721279144,0.031496260315179825,0.0,0.031496260315179825
178,0.03137392923235893,0.0,0.03137392923235893,0.031197385862469673,0.0,0.031197385862469673
179,0.03125651925802231,0.0,0.03125651925802231,0.03089999407529831,0.0,0.03089999407529831
180,0.031138651072978973,0.0,0.031138651072978973,0.030603567138314247,0.0,0.030603567138314247
181,0.031020309776067734,0.0,0.031020309776067734,0.030307766050100327,0.0,0.030307766050100327
182,0.030901506543159485,0.0,0.030901506543159485,0.030012425035238266,0.0,0.030012425035238266
183,0.030782224610447884,0.0,0.030782224610447884,0.029717406257987022,0.0,0.029717406257987022
184,0.03066246397793293,0.0,0.03066246397793293,0.02942260354757309,0.0,0.02942260354757309
185,0.030542217195034027,0.0,0.030542217195034027,0.029127925634384155,0.0,0.029127925634384155
186,0.030421484261751175,0.0,0.030421484261751175,0.028833389282226562,0.0,0.028833389282226562
187,0.030300257727503777,0.0,0.030300257727503777,0.02853916399180889,0.0,0.02853916399180889
188,0.030178532004356384,0.0,0.030178532004356384,0.02824554219841957,0.0,0.02824554219841957
189,0.0300562996417284,0.0,0.0300562996417284,0.02795279026031494,0.0,0.02795279026031494
190,0.02993355691432953,0.0,0.02993355691432953,0.02766108699142933,0.0,0.02766108699142933
191,0.029810301959514618,0.0,0.029810301959514618,0.02737046778202057,0.0,0.02737046778202057
192,0.02968652732670307,0.0,0.02968652732670307,0.02708083763718605,0.0,0.02708083763718605
193,0.02956223115324974,0.0,0.02956223115324974,0.026792112737894058,0.0,0.026792112737894058
194,0.02943740412592888,0.0,0.02943740412592888,0.026504209265112877,0.0,0.026504209265112877
195,0.029312046244740486,0.0,0.029312046244740486,0.026217063888907433,0.0,0.026217063888907433
196,0.029186144471168518,0.0,0.029186144471168518,0.02593061700463295,0.0,0.02593061700463295
197,0.029059704393148422,0.0,0.029059704393148422,0.025644846260547638,0.0,0.025644846260547638
198,0.028932714834809303,0.0,0.028932714834809303,0.025359774008393288,0.0,0.025359774008393288
199,0.02880517765879631,0.0,0.02880517765879631,0.025075487792491913,0.0,0.025075487792491913
200,0.02867708168923855,0.0,0.02867708168923855,0.024792149662971497,0.0,0.024792149662971497
201,0.02854842133820057,0.0,0.02854842133820057,0.0245098527520895,0.0,0.0245098527520895
202,0.028419198468327522,0.0,0.028419198468327522,0.024228623136878014,0.0,0.024228623136878014
203,0.02828940935432911,0.0,0.02828940935432911,0.023948369547724724,0.0,0.023948369547724724
204,0.028159044682979584,0.0,0.028159044682979584,0.02366899698972702,0.0,0.02366899698972702
205,0.028028100728988647,0.0,0.028028100728988647,0.02339041978120804,0.0,0.02339041978120804
206,0.027896573767066002,0.0,0.027896573767066002,0.02311258390545845,0.0,0.02311258390545845
207,0.027764471247792244,0.0,0.027764471247792244,0.022835485637187958,0.0,0.022835485637187958
208,0.02763177454471588,0.0,0.02763177454471588,0.022559072822332382,0.0,0.022559072822332382
209,0.027498485520482063,0.0,0.027498485520482063,0.022283341735601425,0.0,0.022283341735601425
210,0.02736460231244564,0.0,0.02736460231244564,0.02200828306376934,0.0,0.02200828306376934
211,0.027230121195316315,0.0,0.027230121195316315,0.021733982488512993,0.0,0.021733982488512993
212,0.027095042169094086,0.0,0.027095042169094086,0.02146057039499283,0.0,0.02146057039499283
213,0.026959357783198357,0.0,0.026959357783198357,0.02118818648159504,0.0,0.02118818648159504
214,0.026823071762919426,0.0,0.026823071762919426,0.020916985347867012,0.0,0.020916985347867012
215,0.026686174795031548,0.0,0.026686174795031548,0.02064703218638897,0.0,0.02064703218638897
216,0.026548659428954124,0.0,0.026548659428954124,0.020378394052386284,0.0,0.020378394052386284
217,0.02641054429113865,0.0,0.02641054429113865,0.020111067220568657,0.0,0.020111067220568657
218,0.02627181075513363,0.0,0.02627181075513363,0.01984502375125885,0.0,0.01984502375125885
219,0.02613246440887451,0.0,0.02613246440887451,0.019580187276005745,0.0,0.019580187276005745
220,0.025992501527071,0.0,0.025992501527071,0.01931644044816494,0.0,0.01931644044816494
221,0.025851918384432793,0.0,0.025851918384432793,0.01905371993780136,0.0,0.01905371993780136
222,0.025710728019475937,0.0,0.025710728019475937,0.018791990354657173,0.0,0.018791990354657173
223,0.02556891366839409,0.0,0.02556891366839409,0.018531285226345062,0.0,0.018531285226345062
224,0.02542649209499359,0.0,0.02542649209499359,0.018271688371896744,0.0,0.018271688371896744
225,0.0252834502607584,0.0,0.0252834502607584,0.01801326312124729,0.0,0.01801326312124729
226,0.02513979747891426,0.0,0.02513979747891426,0.017756115645170212,0.0,0.017756115645170212
227,0.024995531886816025,0.0,0.024995531886816025,0.017500346526503563,0.0,0.017500346526503563
228,0.024850649759173393,0.0,0.024850649759173393,0.017246063798666,0.0,0.017246063798666
229,0.02470516599714756,0.0,0.02470516599714756,0.016993362456560135,0.0,0.016993362456560135
230,0.02455907128751278,0.0,0.02455907128751278,0.016742296516895294,0.0,0.016742296516895294
231,0.024412376806139946,0.0,0.024412376806139946,0.016492893919348717,0.0,0.016492893919348717
232,0.02426508069038391,0.0,0.02426508069038391,0.016245145350694656,0.0,0.016245145350694656
233,0.02411719039082527,0.0,0.02411719039082527,0.015999041497707367,0.0,0.015999041497707367
234,0.02396870218217373,0.0,0.02396870218217373,0.01575455814599991,0.0,0.01575455814599991
235,0.023819632828235626,0.0,0.023819632828235626,0.015511678531765938,0.0,0.015511678531765938
236,0.023669978603720665,0.0,0.023669978603720665,0.01527040172368288,0.0,0.01527040172368288
237,0.02351974882185459,0.0,0.02351974882185459,0.015030769631266594,0.0,0.015030769631266594
238,0.023368949070572853,0.0,0.023368949070572853,0.014792842790484428,0.0,0.014792842790484428
239,0.023217584937810898,0.0,0.023217584937810898,0.014556722715497017,0.0,0.014556722715497017
240,0.02306566759943962,0.0,0.02306566759943962,0.014322481118142605,0.0,0.014322481118142605
241,0.02291320078074932,0.0,0.02291320078074932,0.014090199023485184,0.0,0.014090199023485184
242,0.022760191932320595,0.0,0.022760191932320595,0.013859952799975872,0.0,0.013859952799975872
243,0.022606655955314636,0.0,0.022606655955314636,0.013631800189614296,0.0,0.013631800189614296
244,0.022452600300312042,0.0,0.022452600300312042,0.01340580079704523,0.0,0.01340580079704523
245,0.02229803055524826,0.0,0.02229803055524826,0.013181996531784534,0.0,0.013181996531784534
246,0.022142961621284485,0.0,0.022142961621284485,0.012960417196154594,0.0,0.012960417196154594
247,0.02198740281164646,0.0,0.02198740281164646,0.012741110287606716,0.0,0.012741110287606716
248,0.021831367164850235,0.0,0.021831367164850235,0.012524095363914967,0.0,0.012524095363914967
249,0.02167487144470215,0.0,0.02167487144470215,0.012309430167078972,0.0,0.012309430167078972
250,0.02151792123913765,0.0,0.02151792123913765,0.012097146362066269,0.0,0.012097146362066269
251,0.02136053703725338,0.0,0.02136053703725338,0.01188731286674738,0.0,0.01188731286674738
252,0.021202735602855682,0.0,0.021202735602855682,0.011680000461637974,0.0,0.011680000461637974
253,0.021044524386525154,0.0,0.021044524386525154,0.011475278064608574,0.0,0.011475278064608574
254,0.020885931327939034,0.0,0.020885931327939034,0.011273222975432873,0.0,0.011273222975432873
255,0.020726965740323067,0.0,0.020726965740323067,0.011073891073465347,0.0,0.011073891073465347
256,0.020567646250128746,0.0,0.020567646250128746,0.010877348482608795,0.0,0.010877348482608795
257,0.02040799707174301,0.0,0.02040799707174301,0.010683656670153141,0.0,0.010683656670153141
258,0.020248034968972206,0.0,0.020248034968972206,0.01049287524074316,0.0,0.01049287524074316
259,0.020087776705622673,0.0,0.020087776705622673,0.01030506007373333,0.0,0.01030506007373333
260,0.0199272520840168,0.0,0.0199272520840168,0.010120278224349022,0.0,0.010120278224349022
261,0.01976647786796093,0.0,0.01976647786796093,0.009938591159880161,0.0,0.009938591159880161
262,0.0196054819971323,0.0,0.0196054819971323,0.009760070592164993,0.0,0.009760070592164993
263,0.019444281235337257,0.0,0.019444281235337257,0.009584764018654823,0.0,0.009584764018654823
264,0.019282914698123932,0.0,0.019282914698123932,0.009412737563252449,0.0,0.009412737563252449
265,0.019121399149298668,0.0,0.019121399149298668,0.009244058281183243,0.0,0.009244058281183243
266,0.018959758803248405,0.0,0.018959758803248405,0.009078781120479107,0.0,0.009078781120479107
267,0.018798036500811577,0.0,0.018798036500811577,0.008916969411075115,0.0,0.008916969411075115
268,0.018636243417859077,0.0,0.018636243417859077,0.008758677169680595,0.0,0.008758677169680595
269,0.01847442239522934,0.0,0.01847442239522934,0.00860396958887577,0.0,0.00860396958887577
270,0.018312595784664154,0.0,0.018312595784664154,0.008452888578176498,0.0,0.008452888578176498
271,0.018150798976421356,0.0,0.018150798976421356,0.0083055030554533,0.0,0.0083055030554533
272,0.017989078536629677,0.0,0.017989078536629677,0.00816186610609293,0.0,0.00816186610609293
273,0.017827453091740608,0.0,0.017827453091740608,0.008022045716643333,0.0,0.008022045716643333
274,0.017665959894657135,0.0,0.017665959894657135,0.007886095903813839,0.0,0.007886095903813839
275,0.01750464364886284,0.0,0.01750464364886284,0.007754080928862095,0.0,0.007754080928862095
276,0.017343534156680107,0.0,0.017343534156680107,0.007626046892255545,0.0,0.007626046892255545
277,0.017182670533657074,0.0,0.017182670533657074,0.007502041757106781,0.0,0.007502041757106781
278,0.017022091895341873,0.0,0.017022091895341873,0.007382111623883247,0.0,0.007382111623883247
279,0.016861844807863235,0.0,0.016861844807863235,0.007266295608133078,0.0,0.007266295608133078
280,0.016701960936188698,0.0,0.016701960936188698,0.00715462863445282,0.0,0.00715462863445282
281,0.01654248684644699,0.0,0.01654248684644699,0.007047163788229227,0.0,0.007047163788229227
282,0.016383465379476547,0.0,0.016383465379476547,0.006943931337445974,0.0,0.006943931337445974
283,0.016224943101406097,0.0,0.016224943101406097,0.0068449522368609905,0.0,0.0068449522368609905
284,0.016066953539848328,0.0,0.016066953539848328,0.006750283297151327,0.0,0.006750283297151327
285,0.015909552574157715,0.0,0.015909552574157715,0.006659946404397488,0.0,0.006659946404397488
286,0.015752781182527542,0.0,0.015752781182527542,0.006573961582034826,0.0,0.006573961582034826
287,0.01559668779373169,0.0,0.01559668779373169,0.006492366548627615,0.0,0.006492366548627615
288,0.015441318973898888,0.0,0.015441318973898888,0.006415180396288633,0.0,0.006415180396288633
289,0.015286717563867569,0.0,0.015286717563867569,0.0063424245454370975,0.0,0.0063424245454370975
290,0.015132936649024487,0.0,0.015132936649024487,0.006274090148508549,0.0,0.006274090148508549
291,0.014980020001530647,0.0,0.014980020001530647,0.006210182793438435,0.0,0.006210182793438435
292,0.014828016050159931,0.0,0.014828016050159931,0.006150712259113789,0.0,0.006150712259113789
293,0.014676976948976517,0.0,0.014676976948976517,0.006095664110034704,0.0,0.006095664110034704
294,0.01452694833278656,0.0,0.01452694833278656,0.006045019254088402,0.0,0.006045019254088402
295,0.01437798235565424,0.0,0.01437798235565424,0.005998784210532904,0.0,0.005998784210532904
296,0.014230123721063137,0.0,0.014230123721063137,0.005956918001174927,0.0,0.005956918001174927
297,0.014083420857787132,0.0,0.014083420857787132,0.005919396411627531,0.0,0.005919396411627531
298,0.013937920331954956,0.0,0.013937920331954956,0.005886209663003683,0.0,0.005886209663003683
299,0.013793672434985638,0.0,0.013793672434985638,0.005857297219336033,0.0,0.005857297219336033
300,0.013650725595653057,0.0,0.013650725595653057,0.005832630209624767,0.0,0.005832630209624767
301,0.013509128242731094,0.0,0.013509128242731094,0.00581215787678957,0.0,0.00581215787678957
302,0.013368921354413033,0.0,0.013368921354413033,0.005795800592750311,0.0,0.005795800592750311
