he_train_mse,he_val_mse,he_test_mse,he_train_rmse,he_val_rmse,he_test_rmse,he_train_r2,he_val_r2,he_test_r2,he_full_mse,he_full_rmse,he_full_r2,hc_train_mse,hc_val_mse,hc_test_mse,hc_train_rmse,hc_val_rmse,hc_test_rmse,hc_train_r2,hc_val_r2,hc_test_r2,hc_full_mse,hc_full_rmse,hc_full_r2,train_points,val_points,test_points,best_val_loss,epochs_ran
0.08120928650929848,0.20576237824932694,0.6282691717569656,0.2849724311390463,0.45361038154932803,0.7926343241097786,0.9996442571912639,0.9950670562036866,-1.9375191612253464,0.1612057980063019,0.4015044184144203,0.9991001686278632,0.00920476214345649,0.005187127883286773,0.039523145405865,0.09594145164347102,0.07202171813617593,0.19880428920389268,0.9895546174489024,0.9216196023222127,-6.607736986754841,0.011454128060367913,0.10702396021624276,0.9828023670898544,1007,288,145,0.003393803257495165,1331
