target,selected_threshold,n_nonzero,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,test_points,coefficients_file,selection_file,loss_plot_file,equation,hc_forward_train_mse,hc_forward_val_mse,hc_forward_test_mse,hc_forward_train_rmse,hc_forward_val_rmse,hc_forward_test_rmse,hc_forward_train_r2,hc_forward_val_r2,hc_forward_test_r2,hc_forward_all_mse,hc_forward_all_rmse,hc_forward_all_r2,hc_forward_predictions_file,hc_forward_plot_file,he_forward_train_mse,he_forward_val_mse,he_forward_test_mse,he_forward_train_rmse,he_forward_val_rmse,he_forward_test_rmse,he_forward_train_r2,he_forward_val_r2,he_forward_test_r2,he_forward_all_mse,he_forward_all_rmse,he_forward_all_r2,he_forward_predictions_file,he_forward_plot_file
hc,0.06712828195796301,5,0.030285262980951192,0.017503803518929544,0.050933765335577384,0.17402661572573086,0.13230194072246085,0.2256851021569155,0.965632880832069,0.7355077585212294,-8.80414606274384,145,sindy_trial2_coefficients_hc.csv,sindy_trial2_selection_hc.csv,sindy_trial2_loss_progress_hc.png,hc = -8.55050222e-01 + (-3.39646046e-01)*Tw + (3.44944767e-01)*Tgi + (6.61608681e-01)*dT + (1.85628593e+02)*dT_over_dP,0.030285262980951192,0.017503803518929544,0.050933765335577384,0.17402661572573086,0.13230194072246085,0.2256851021569155,0.965632880832069,0.7355077585212294,-8.80414606274384,0.02980816056175575,0.17265039983085978,0.9552449736578821,sindy_trial2_forward_predictions_hc.csv,sindy_trial2_forward_overlay_hc.png,,,,,,,,,,,,,,
he,0.007603565843695109,9,0.07099501556391186,0.30724069599707987,0.5772822056719044,0.2664488985976708,0.5542929694638746,0.7597908960180455,0.9996890015005848,0.9926342167203311,-1.699125815537597,145,sindy_trial2_coefficients_he.csv,sindy_trial2_selection_he.csv,sindy_trial2_loss_progress_he.png,he = 1.00579588e+02 + (-9.56382381e+00)*Tw + (4.75768432e+00)*Tgi + (-1.65986133e-01)*Pw + (1.42093816e-01)*Pgi + (8.30514594e+00)*dT + (1.55974054e-01)*dP + (7.50031306e-01)*dP_over_dT + (-7.60356584e+03)*dT_over_dP,,,,,,,,,,,,,,,0.07099501556391168,0.30724069599707987,0.5772822056719052,0.26644889859767046,0.5542929694638746,0.7597908960180461,0.9996890015005848,0.9926342167203311,-1.699125815537601,0.16922445898780855,0.41136900586676256,0.9990554094268734,sindy_trial2_forward_predictions_he.csv,sindy_trial2_forward_overlay_he.png
