target,test_evaluated,selected_config_id,learning_rate,epochs,w_data,w_residual,w_ic,residual_points_train,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,rows_total_ode,train_points,val_points,test_points,rollout_tw0_target,rollout_tw0_learned,rollout_train_mse,rollout_val_mse,rollout_test_mse,rollout_train_rmse,rollout_val_rmse,rollout_test_rmse,rollout_train_r2,rollout_val_r2,rollout_test_r2,c1,c2,c3,c4,c5,equation,selection_file,coefficients_file,rollout_file,rollout_plot_file,loss_plot_file
Tw analytical recurrence with F(t),True,1,0.0,0,1.0,1.0,10.0,1007,1.2033356138703185e-07,1.212374522034725e-07,2.099199929484654e-08,0.00034689128179738366,0.0003481916888776533,0.0001448861597767245,0.8995520798386251,0.5163615426362977,-0.5788246709881661,1439,1007,287,145,23.0,23.0,0.6915573440004336,19.39725255612745,5.887237098989517,0.8315992688792082,4.404231210566431,2.42636293636989,0.9979858754025249,0.766623401473894,-2.258706849371671,0.583015320001,-0.0368820105,0.627712663,0.00498448763,-0.168516954,"Tw_next = (F/c1) + (Tw - F/c1)*exp(-c1*dt), F = (-3.68820105e-02)*Ta + (6.27712663e-01)*Tgi + (4.98448763e-03)*I + (-1.68516954e-01), c1 = 5.83015320e-01",phase2_pinn_selection_dTw_dt.csv,phase2_pinn_coefficients_dTw_dt.csv,phase2_pinn_rollout_Tw.csv,phase2_pinn_rollout_Tw_plot.png,phase2_pinn_loss_curves.png
