threshold,n_nonzero,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2
108.67039348026451,34,0.0016590847013273182,0.830575701022288,2.526691334822433,0.04073186346494987,0.9113592601286761,1.5895569618049028,0.9999927322665061,0.9800877921095865,-10.813732941545773
118.27668247066181,29,0.0017934130487472304,0.09924922460672633,0.05830977050661812,0.042348707757701776,0.31503844941010983,0.24147416115729262,0.9999921438320344,0.9976206007581259,0.7273683385246504
128.73215204476412,24,0.0018322077675395406,0.09067357022309447,0.07044277879379156,0.042804296134144534,0.30112052441355514,0.26541058530848305,0.9999919738891273,0.9978261933521219,0.6706395574080991
140.11186840810242,18,0.026419429279682608,1.1978096078147749,10.665856390355708,0.1625405465712559,1.0944448856908122,3.265862273635511,0.999884267891258,0.9712837326030774,-48.86900348767643
152.49753349872512,23,0.0018453033859918819,0.049106497167231554,0.026891584540651547,0.04295699461079513,0.22159985822926773,0.16398653768115098,0.9999919165228791,0.9988227216626246,0.8742663997933153
165.97807157534103,23,0.0018453033859918819,0.049106497167231554,0.026891584540651547,0.04295699461079513,0.22159985822926773,0.16398653768115098,0.9999919165228791,0.9988227216626246,0.8742663997933153
180.65026765891488,22,0.0018452914563331828,0.04896255550477415,0.026816782642100703,0.04295685575473585,0.22127484155405952,0.16375830556677332,0.9999919165751378,0.9988261725176201,0.8746161416239938
196.6194624114793,22,0.0018452914563331828,0.04896255550477415,0.026816782642100703,0.04295685575473585,0.22127484155405952,0.16375830556677332,0.9999919165751378,0.9988261725176201,0.8746161416239938
214.00030844112274,20,0.0018466806751249742,0.05707661549766915,0.03231866276279317,0.04297302264357226,0.2389071273479909,0.17977392125331518,0.9999919104895703,0.998631646179786,0.848891692607815
232.91759346312753,20,0.0018466806751249742,0.05707661549766915,0.03231866276279317,0.04297302264357226,0.2389071273479909,0.17977392125331518,0.9999919104895703,0.998631646179786,0.848891692607815
253.50713622723845,12,0.03323295590248345,3.535593872273847,15.805253635111832,0.18229908365782713,1.8803174924128763,3.9755821756205507,0.9998544207739838,0.9152377319561151,-72.89863690324037
275.91676164346666,10,0.03244419982052521,0.6210426365436954,3.290716044191252,0.18012273543482846,0.7880625841541364,1.8140330879538147,0.9998578759737037,0.9851111342741573,-14.385987198656949
300.3073621074565,11,0.02987086632169549,1.9231005303167648,9.738797290922252,0.172831901921189,1.3867590022483232,3.1207046144936967,0.9998691486363023,0.9538956202225759,-44.534469834595114
326.8540526453172,11,0.02987086632169549,1.9231005303167648,9.738797290922252,0.172831901921189,1.3867590022483232,3.1207046144936967,0.9998691486363023,0.9538956202225759,-44.534469834595114
355.747428171409,12,0.03126437729865344,2.590834017075457,12.30540215275582,0.1768173557619654,1.6096067895841695,3.5079056647458207,0.9998630442665897,0.9378873888387722,-56.534821435241106
387.19493188570976,12,0.03126437729865344,2.590834017075457,12.30540215275582,0.1768173557619654,1.6096067895841695,3.5079056647458207,0.9998630442665897,0.9378873888387722,-56.534821435241106
421.42234463531764,0,458.012090980388,196.84769630829533,16.53645725445612,21.40121704437362,14.030242204192175,4.066504304000688,-1.0063531485627877,-3.7192233613568817,-76.31743371699213
458.67540593313015,0,458.012090980388,196.84769630829533,16.53645725445612,21.40121704437362,14.030242204192175,4.066504304000688,-1.0063531485627877,-3.7192233613568817,-76.31743371699213
499.2215782719799,0,458.012090980388,196.84769630829533,16.53645725445612,21.40121704437362,14.030242204192175,4.066504304000688,-1.0063531485627877,-3.7192233613568817,-76.31743371699213
543.3519674013226,0,458.012090980388,196.84769630829533,16.53645725445612,21.40121704437362,14.030242204192175,4.066504304000688,-1.0063531485627877,-3.7192233613568817,-76.31743371699213
